movieId,title,genres,average_rating
112735,Charlie's Country,Drama,4.1923076923076925
36083,Main Hoon Na,Action|Comedy|Drama,4.1923076923076925
4193,"Fantasticks, The",Musical,4.166666666666667
147603,The Red Inn,Comedy,4.125
439,Dangerous Game,Drama,4.125
280076,Joyland,Drama|Romance,4.045454545454546
195391,Kusama - Infinity,Documentary,4.041666666666667
207097,Veslemøy's Song,Drama,4.0
218263,Jesus,Drama,4.0
164522,Flying Boys,Drama,4.0
298977,The Empty Screen,Documentary,4.0
162762,The 13 Roses,Drama,4.0
70593,Dillinger and Capone,Crime|Drama,4.0
218055,Be Water,Documentary,4.0
293061,The Dominican Dream,Documentary,4.0
167706,Shakespeare Behind Bars,Documentary,4.0
196207,Quicksand,Crime|Drama|Mystery,4.0
235635,The Door,Drama,4.0
281950,Manticore,Drama|Thriller,4.0
299105,Kelsey Cook: The Hustler,Comedy,4.0
187605,Kryptonite!,Comedy|Drama,4.0
194510,People's Republic of Desire,Documentary,4.0
145034,Journey to the Shore,Drama|Fantasy|Romance,4.0
177253,JL Family Ranch,Drama|Western,4.0
242828,Seeds of the Fall,Comedy,4.0
189247,Confessions of a Porn Addict,Comedy,4.0
84450,Tale of Cinema (Geuk jang jeon),Drama,4.0
243606,A Town of Love and Hope,Drama,4.0
296507,Ömer the Tourist in Star Trek,Comedy|Sci-Fi,4.0
174367,Go North,Adventure|Drama|Romance|Thriller,4.0
168316,Jet Boy,Drama,4.0
262159,A Promise to Carolyn,Crime|Drama,4.0
212130,Treasure,Comedy|Drama,4.0
178699,Queen and Country,Drama,4.0
243530,Hot Chicks,Drama,4.0
285581,The Blackwell Ghost 6,Drama|Horror,4.0
224673,Repression,Thriller,4.0
153242,Gypo,Drama,4.0
196883,Somm 3,Documentary,4.0
289761,You Can't Do That! The Making of 'A Hard Day's Night',Documentary,4.0
192869,Ma,Drama,4.0
293361,Best Laid Plans,Thriller,4.0
206891,Tehran: City of Love,Romance,4.0
220222,Death of a Gunfighter,Western,4.0
88726,"Petits ruisseaux, Les",Drama,4.0
60143,Oliver Twist,Drama,4.0
169942,American Bad Boy,Drama,4.0
205513,Angelo,Drama,4.0
289841,The YouTube Effect,Documentary,4.0
215385,That's Life,Comedy|Drama,4.0
93379,Genius Within: The Inner Life of Glenn Gould,Documentary,4.0
242312,The Mimic,Comedy,4.0
108516,Visitors,Documentary,4.0
150931,Bridge To Terabithia,Children|Drama|Fantasy,4.0
190263,The Redemption of the Devil,Documentary,4.0
231265,Mosul,Documentary,4.0
137910,The Restless,Action|Drama|Romance,4.0
295305,Sergio Leone: The Italian Who Invented America,Documentary,4.0
279098,Pass the Salt,Documentary,4.0
295533,Cyberbunker: The Criminal Underworld,Crime|Documentary,4.0
158771,Owned & Operated,Documentary,4.0
260229,I Shall Not Be Removed: The Life of Marlon Riggs,Documentary,4.0
266390,Sukkubus,Drama|Fantasy|Horror,4.0
292595,Ara,Drama,4.0
292487,Coffee Wars,Comedy,4.0
198811,All at Once,Drama,4.0
286867,Sugar Kisses,Drama|Romance,4.0
237352,Bloody Muscle Body Builder in Hell,Horror,4.0
235107,Paper Spiders,Drama,4.0
229507,The United States of America,Documentary,4.0
41212,Mondovino,Documentary,4.0
206387,Variações,Drama,4.0
118486,Ricky & Barabba,Comedy,4.0
200640,Vaya,Drama,4.0
191739,A Man and a Woman,Drama|Romance,4.0
140878,4 Moons,Drama,4.0
242394,"Sweetie, You Won't Believe It",Comedy,4.0
158280,"Chile, the Obstinate Memory",Documentary,4.0
244752,Call Me Human,Documentary,4.0
284641,Tales of Franz,Children|Comedy,4.0
181633,Bruno & Boots: This Can't Be Happening at Macdonald Hall,Children,4.0
191725,Makala,Documentary|Drama,4.0
228939,Dudes!,Comedy,4.0
207169,The Storm Within,Drama,4.0
141010,Broadway Musicals: A Jewish Legacy,Documentary,4.0
163669,Out of My Hand,Drama,4.0
250604,Upswept Hare,Animation|Comedy,4.0
134182,Holiday,Action|Romance|Thriller,4.0
140751,Almost Normal,Comedy|Drama|Sci-Fi,4.0
226004,Jumbo,Drama|Fantasy,4.0
299813,Deep Sky,Documentary,4.0
220142,State Funeral,Documentary,4.0
143470,6 Ways to Die,Action|Crime|Thriller,4.0
286535,Russie - Le laboratoire syrien,Documentary,4.0
221700,The Quiet One,Documentary,4.0
274291,Snoopy's Reunion,Animation|Children,4.0
267778,"Of Whales, the Moon, and Men",Documentary,4.0
258023,Server Sundaram,Comedy|Drama|Romance,4.0
266262,Souvenir of Canada,Documentary,4.0
298033,Hammarskjöld – Fight For Peace,Drama|Thriller|War,4.0
58029,It's a Free World...,Drama,4.0
247278,Singing Lovebirds,Comedy,4.0
69269,Salaam Namaste,Comedy|Musical|Romance,4.0
8127,"First $20 Million Is Always the Hardest, The",Comedy,4.0
239878,Build the Wall,Comedy,4.0
27673,Any way the wind blows,Comedy|Drama,4.0
133697,Gulaal,Crime|Drama,4.0
296221,The Man Who Walked Between the Towers,Animation,4.0
157635,Broken Side of Time,Drama,4.0
146046,Quartier Lointain,Drama,4.0
189121,Ramen Heads,Documentary,4.0
196275,Lisbon Song,Comedy|Romance,4.0
255847,Bedevilled Rabbit,Animation|Children|Comedy,4.0
296977,Hellaro,Drama,4.0
47348,George Lucas in Love,Comedy|Romance,4.0
291318,The Legend of Till,Adventure,4.0
291507,Those Whom Death Refused,Drama|War,4.0
79132,Inception,Action|Crime|Drama|Mystery|Sci-Fi|Thriller|IMAX,3.99009612583746
141139,The Terror Live,Action|Crime|Thriller,3.9375
3000,Princess Mononoke (Mononoke-hime),Action|Adventure|Animation|Drama|Fantasy,3.9187956204379564
1201,"Good, the Bad and the Ugly, The (Buono, il brutto, il cattivo, Il)",Action|Adventure|Western,3.910454985479187
162460,The Childhood of a Leader,Drama|Horror|Mystery,3.9
240350,I Am Somebody's Child: The Regina Louise Story,Drama,3.9
254726,Dune,Action|Adventure|Drama|Sci-Fi,3.8856048166392996
5989,Catch Me If You Can,Crime|Drama,3.879711493718008
235147,The Mayfair Set,Documentary,3.875
294767,Torpédo,Comedy,3.875
153766,Welcome,Action|Comedy|Drama|Romance,3.875
89730,"Children of Glory (Szabadság, szerelem)",Drama|Romance|War,3.875
298751,The Wonderful Story of Henry Sugar and Three More,Comedy|Drama|Fantasy,3.8703703703703702
127234,Reality,Comedy|Drama,3.857142857142857
208193,Frenzy,Drama,3.8333333333333335
111762,Mikra Anglia,Drama|Romance,3.8333333333333335
274831,Montana Story,Drama,3.8333333333333335
162542,Rustom,Romance|Thriller,3.8333333333333335
241828,Cocoon,Drama|Romance,3.8333333333333335
294567,Sleep,Horror|Mystery,3.8333333333333335
151631,Jättiläinen,Drama,3.8333333333333335
924,2001: A Space Odyssey,Adventure|Drama|Sci-Fi,3.814532871972318
1258,"Shining, The",Horror,3.8106796116504853
45521,Wassup Rockers,Comedy|Drama,3.8
26662,Kiki's Delivery Service (Majo no takkyûbin),Adventure|Animation|Children|Drama|Fantasy,3.783166904422254
778,Trainspotting,Comedy|Crime|Drama,3.7797202797202796
288807,Monster,Drama,3.757575757575758
104374,About Time,Drama|Fantasy|Romance,3.755359394703657
27215,Badding,Comedy|Drama|Musical,3.75
136584,Nos Amis Les Terriens,Comedy|Drama|Fantasy,3.75
125119,Johnny Cool,Action|Thriller,3.75
284999,Freibad,Comedy,3.75
285651,I Am What I Am,Drama,3.75
186033,Lumière ! L'aventure commence,Documentary,3.75
233099,Sweet Thing,Drama,3.75
211728,The SpongeBob Musical: Live on Stage!,Children|Comedy,3.75
294389,T,Documentary|Drama,3.75
227875,What the Constitution Means to Me,Drama,3.75
259355,"Storm Children, Book One",Documentary,3.75
191735,Wild Berries,Comedy|Drama,3.75
216935,The Domain,Drama,3.75
125095,Topaze,Comedy|Drama,3.75
272361,The Ship That Died of Shame,Crime|Drama,3.75
203080,Hit-and-Run Squad,Action|Crime,3.75
293273,A Difficult Year,Comedy,3.75
198849,After You're Gone,Drama,3.75
280886,Rising Tones Cross,Documentary,3.75
244652,Safer at Home,Thriller,3.75
298645,La guerra degli Antò,Comedy|Drama,3.75
142234,Our Man in Tehran,Documentary,3.75
270098,Glasshouse,Sci-Fi|Thriller,3.75
284091,Atomic Cover-Up,Documentary,3.75
179857,Life with Judy Garland: Me and My Shadows,Drama,3.75
1198,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark),Action|Adventure,3.742988394584139
2302,My Cousin Vinny,Comedy,3.7333333333333334
51540,Zodiac,Crime|Drama|Thriller,3.7295229522952296
172635,Little Forest: Summer/Autumn,Drama,3.7142857142857144
292813,The Animal Kingdom,Adventure|Drama|Sci-Fi,3.7
156763,Multi-Facial,Drama,3.7
175599,A Wolf from Vesyegonsk,Adventure|Drama,3.7
81591,Black Swan,Drama|Thriller,3.698438783894823
52885,Paprika (Papurika),Animation|Mystery|Sci-Fi,3.6862302483069977
283577,Past Lives,Drama|Romance,3.680597014925373
230723,If Anything Happens I Love You,Animation|Drama,3.676470588235294
76117,"King and the Clown, The (Wang-ui namja)",Drama|Thriller,3.6666666666666665
139046,My Golden Days,Drama,3.6666666666666665
275347,Rejsen til isens indre,Documentary,3.6666666666666665
232475,Herself,Drama,3.6666666666666665
31364,Memories of Murder (Salinui chueok),Crime|Drama|Mystery|Thriller,3.6607142857142856
193065,Roma,Drama,3.658333333333333
80463,"Social Network, The",Drama,3.6556029232643117
1232,Stalker,Drama|Mystery|Sci-Fi,3.6550925925925926
6326,City of Ghosts,Crime|Drama|Thriller,3.65
2716,Ghostbusters (a.k.a. Ghost Busters),Action|Comedy|Sci-Fi,3.6456953642384105
164280,Endless Poetry,Drama|Fantasy,3.6363636363636362
277790,Sick of Myself,Comedy|Drama,3.6339285714285716
150,Apollo 13,Adventure|Drama|IMAX,3.6325719960278056
2791,Airplane!,Comedy,3.628140703517588
202449,A Brother's Love,Drama,3.625
165883,May God Save Us,Crime|Thriller,3.625
203483,In Safe Hands,Drama,3.625
179225,Mr. Long,Drama,3.625
269208,Living,Drama,3.621212121212121
7438,Kill Bill: Vol. 2,Action|Drama|Thriller,3.6204572098475967
4553,They Live,Action|Sci-Fi|Thriller,3.6164705882352943
4754,"Wicker Man, The",Drama|Horror|Mystery|Thriller,3.6149425287356323
62511,"Synecdoche, New York",Comedy|Drama,3.614206128133705
4979,"Royal Tenenbaums, The",Comedy|Drama,3.599104143337066
5747,Gallipoli,Drama|War,3.598684210526316
295763,Society of the Snow,Drama,3.5952380952380953
119145,Kingsman: The Secret Service,Action|Adventure|Comedy|Crime,3.584884586746091
278824,"Argentina, 1985",Drama|Thriller,3.5846153846153848
5062,Seconds,Mystery|Sci-Fi|Thriller,3.5833333333333335
112890,Jimmy's Hall,Drama,3.5833333333333335
112404,Jack Strong,Action|Crime|Thriller,3.5833333333333335
3067,Women on the Verge of a Nervous Breakdown (Mujeres al borde de un ataque de nervios),Comedy|Drama,3.580188679245283
105504,Captain Phillips,Adventure|Drama|Thriller|IMAX,3.5782792665726375
8751,Gun Crazy (a.k.a. Deadly Is the Female),Crime|Drama|Film-Noir,3.5757575757575757
2971,All That Jazz,Drama|Fantasy|Musical,3.5738636363636362
3019,Drugstore Cowboy,Crime|Drama,3.5736434108527133
3521,Mystery Train,Comedy|Drama,3.5730337078651684
286423,Phenomena,Horror|Mystery,3.5714285714285716
615,Bread and Chocolate (Pane e cioccolata),Comedy|Drama,3.5714285714285716
217917,I'm No Longer Here,Drama,3.5714285714285716
85414,Source Code,Action|Drama|Mystery|Sci-Fi|Thriller,3.564878048780488
106766,Inside Llewyn Davis,Drama,3.54320987654321
55269,"Darjeeling Limited, The",Adventure|Comedy|Drama,3.542293233082707
160201,La pazza gioia,Comedy|Drama,3.5416666666666665
1250,"Bridge on the River Kwai, The",Adventure|Drama|War,3.5356164383561643
61236,Waltz with Bashir (Vals im Bashir),Animation|Documentary|Drama|War,3.5343915343915344
236991,CODA,Drama,3.531772575250836
285593,Guardians of the Galaxy Volume 3,Action|Adventure|Sci-Fi,3.5303030303030303
3094,Maurice,Drama|Romance,3.5285714285714285
200328,All the Bright Places,Drama|Romance,3.5166666666666666
292849,Late Night with the Devil,Horror|Thriller,3.5153846153846153
6856,Yankee Doodle Dandy,Drama|Musical,3.5135135135135136
183897,Isle of Dogs,Animation|Comedy,3.50979020979021
86882,Midnight in Paris,Comedy|Fantasy|Romance,3.503419972640219
252858,Feel the Motion,Comedy,3.5
218219,Blood and Money,Thriller,3.5
274245,The Getaway King,Action|Comedy|Crime,3.5
263045,The King of Laughter,Drama,3.5
159024,The Scandalous Lady W,Drama,3.5
216149,Natsume's Book of Friends: Ephemeral Bond,Animation|Drama|Fantasy,3.5
239282,Stockholm Boogie,Comedy|Drama,3.5
292883,A Real Job,Comedy|Drama,3.5
149990,Unspoken,Drama,3.5
289593,Too Much Info Clouding Over My Head,Comedy|Drama,3.5
240958,Gumshoe Magoo,Animation,3.5
237382,The Libertine,Comedy|Drama,3.5
277668,Lightning Strikes West,Western,3.5
276329,Clara Sola,Drama,3.5
173453,The Black Hen,Drama,3.5
92728,"Summer by the River, A (Kuningasjätkä)",Drama,3.5
269938,Love in Tokyo,Romance,3.5
172697,The Dovekeepers,Drama,3.5
216473,Cracked Up: The Darrell Hammond Story,Documentary,3.5
265664,Ritorno al crimine,Comedy,3.5
150014,De Hel Van Tanger,Drama,3.5
61041,"Take, The",Crime|Drama,3.5
279066,The Garden,Comedy|Drama,3.5
4688,Black Robe,Adventure|Drama,3.5
5908,Scarlet Diva,Drama,3.5
286127,Crowhaven Farm,Horror,3.5
240870,Native Son,Drama,3.5
254799,"Be My Valentine, Charlie Brown",Animation|Children,3.5
283753,Ars,Documentary,3.5
297373,Bug Diner,Animation|Comedy|Fantasy|Romance,3.5
271533,Nightride,Drama|Thriller,3.5
296345,Holly,Drama,3.5
274783,SpaceBoy,Adventure|Children|Comedy,3.5
191707,The Truth Beneath,Thriller,3.5
229027,Ekkadiki Pothavu Chinnavada,Romance|Thriller,3.5
152258,In the Shadow of Women,Drama,3.5
108041,"Me, Myself and Mum (Les garçons et Guillaume, à table!)",Comedy,3.5
150062,Gaston's War,Drama|Romance|War,3.5
261675,"I Do, or Die: A Killer Arrangement",Thriller,3.5
96805,Nobody Knows Anybody (Nadie conoce a nadie),Romance|Thriller,3.5
245940,When the Day Breaks,Animation,3.5
294851,Wrath of Daimajin,Adventure|Fantasy|Horror,3.5
272613,Tonkatsu DJ Agetaro,Comedy,3.5
200604,Carmen and Lola,Drama|Romance,3.5
212070,Nani's Gang Leader,Comedy|Crime|Thriller,3.5
27212,Essex Boys,Crime|Thriller,3.5
279970,All That Breathes,Documentary,3.5
208989,The Cat and the Moon,Drama,3.5
299387,Housekeeping for Beginners,Comedy|Drama,3.5
284089,The Most Dangerous Man in Europe,Documentary,3.5
248642,"Chine-USA, la bataille de l'OMS",Documentary,3.5
113068,For a Woman (Pour une femme),Drama|Romance|War,3.5
128721,Vesna va veloce,Drama,3.5
112980,Café,Drama,3.5
884,Sweet Nothing,Drama,3.5
6270,Akira Kurosawa's Dreams (Dreams),Drama|Fantasy,3.5
258843,Corsair,Adventure,3.5
148962,Wir sind die Neuen,Comedy,3.5
144206,Standing Tall,Comedy|Drama,3.5
169226,Image,Drama|Thriller,3.5
100496,Knucklehead,Comedy|Drama,3.5
155673,La Vache,Comedy,3.5
189059,Des Kaisers neue Kleider,Children|Fantasy,3.5
285033,Some Boys Don't Leave,Drama,3.5
5752,Gregory's Girl,Comedy|Romance,3.5
103066,"Birders: The Central Park Effect (Central Park Effect, The)",Documentary,3.5
279088,"The Tunnel to Summer, the Exit of Goodbyes",Animation|Drama|Mystery|Romance|Sci-Fi,3.5
205377,Jo Koy: Live from Seattle,Comedy,3.5
249222,The Soul,Drama|Mystery|Sci-Fi|Thriller,3.5
289091,Princes of the Desert,Adventure|Children|Comedy,3.5
178755,November,Comedy|Drama|Thriller,3.5
179671,A Tale of Samurai Cooking - A True Love Story,Drama,3.5
184441,29+1,Drama,3.5
263555,My Hero Academia: World Heroes' Mission,Action|Adventure|Animation|Comedy|Fantasy,3.5
249818,Enfant Terrible,Drama,3.5
175721,Little Tony,Comedy|Drama,3.5
72096,"Collector, The (Komornik)",Drama,3.5
143061,Don't Look Down,Drama|Romance,3.5
143464,Where Hope Grows,Drama,3.5
223950,Cargo,Sci-Fi,3.5
173693,One Way,Crime|Mystery|Thriller,3.5
26938,"Hunters, The (Jägarna)",Crime|Thriller,3.5
273737,Banksy Most Wanted,Documentary,3.5
205921,24 Weeks,Drama,3.5
52670,"Harvest, The",Thriller,3.5
278332,If You Love This Planet,Documentary,3.5
130498,La vérité si je mens !,Comedy,3.5
190329,Normandie nue,Comedy|Drama,3.5
58084,Street Thief,Crime|Documentary,3.5
294915,It’s Quieter in the Twilight,Documentary,3.5
267908,Christmas in the Wilds,Romance,3.5
259605,One in a Thousand,Drama,3.5
222853,Confidential,Crime|Drama|Romance,3.5
181023,The Great Hip Hop Hoax,Comedy|Documentary,3.5
276435,Why Am I Doing This? (A Film About Touring),Documentary,3.5
258159,1960,Documentary,3.5
196353,Crush,Romance|Thriller,3.5
246424,Poppy,Drama|Romance,3.5
101715,Loaded,Action|Crime|Drama|Thriller,3.5
274601,Anonymous Club,Documentary,3.5
257831,Bug Crawls,Horror,3.5
263257,200 Meters,Children|Drama,3.5
275859,Olga,Drama,3.5
205665,Find Me,Drama,3.5
196505,Charlie and Hannah's Grand Night Out,Comedy,3.5
221210,Vic the Viking and the Magic Sword,Adventure|Animation,3.5
284123,Welcome to the Occult Forest: The Movie,Horror,3.5
157675,Micro Men,Drama,3.5
212263,Filmfarsi,Documentary,3.5
261521,Everything You Wanted to Know About Sudden Birth (but were afraid to ask),Documentary,3.5
159443,Office,Drama,3.5
270604,Schönes Schlamassel,Comedy|Romance,3.5
295849,Someone Is Watching,Drama|Thriller,3.5
230625,Helmut Newton: The Bad and the Beautiful,Documentary,3.5
152880,Garv: Pride and Honour,Action|Drama,3.5
272427,The Wandering Princess,Drama|Romance|War,3.5
163929,By Hook or by Crook,Crime|Drama|Romance,3.5
252660,Office Royale,Action|Comedy,3.5
145146,K-9: P.I.,Action|Adventure|Comedy|Crime,3.5
214556,Balloon,Drama,3.5
121951,Walk a Crooked Mile,Crime|Drama|Film-Noir,3.5
2192,See the Sea,Thriller,3.5
192861,Corbin Nash,Action|Horror|Thriller,3.5
124839,The Lightkeepers,Comedy|Drama|Romance,3.5
273857,¿Y cómo es él?,Comedy,3.5
150995,Retribution,Action|Mystery|Thriller,3.5
185839,Black Level,Drama,3.5
240364,Lonelyheart,Comedy|Romance,3.5
123163,The Suspect,Thriller,3.5
190363,Dracula: The Dark Prince,Action|Fantasy,3.5
296577,Malqueridas,Documentary,3.5
278342,Barbie: Princess Adventure,Animation,3.5
227703,Secrets of the Saqqara Tomb,Documentary,3.5
282407,Something You Said Last Night,Drama,3.5
137751,Mrs. Ashboro's Cat,Children|Thriller,3.5
188199,Jazzclub - Der frühe Vogel fängt den Wurm,Comedy,3.5
199081,Jellyfish,Drama,3.5
258089,Oopiri,Children|Drama|Romance,3.5
185183,Call Me: The Rise and Fall of Heidi Fleiss,Drama,3.5
149338,Tyke Elephant Outlaw,Documentary,3.5
297985,Twenty Something,Animation|Comedy|Drama,3.5
148828,For Lovers Only,Drama|Romance,3.5
300317,The Womb,Drama|Horror|Mystery,3.5
64099,Stuff and Dough (Marfa si banii),Drama,3.5
290803,IB 71,Action|Thriller|War,3.5
277572,Recoding Art,Documentary,3.5
61373,"Woman in Black, The",Horror|Mystery,3.5
278038,Do You Do You Saint-Tropez,Comedy,3.5
153923,Race Gurram,Action|Children|Comedy|Drama|Romance,3.5
195761,The World Before Your Feet,Documentary,3.5
162814,The King,Drama,3.5
149478,Just Walking,Crime|Drama|Thriller,3.5
254478,Kaamelott - The First Chapter,Adventure|Comedy,3.5
296165,Lady of the Night,Drama|Romance,3.5
272683,The Girl in Room 2A,Horror|Thriller,3.5
198859,Kíla: Pota Óir,Documentary,3.5
253794,In Your Shoes,Comedy,3.5
166291,A Silent Voice,Animation|Drama|Romance,3.497872340425532
2360,"Celebration, The (Festen)",Drama,3.4889502762430937
2712,Eyes Wide Shut,Drama|Mystery|Thriller,3.488833746898263
47099,"Pursuit of Happyness, The",Drama,3.487934362934363
7728,"Postman Always Rings Twice, The",Crime|Drama|Film-Noir|Thriller,3.4875
168248,John Wick: Chapter Two,Action|Crime|Thriller,3.487249544626594
1345,Carrie,Drama|Fantasy|Horror|Thriller,3.4775561097256857
33912,"Unmarried Woman, An",Comedy|Drama|Romance,3.475
97921,Silver Linings Playbook,Comedy|Drama,3.4732047159699895
26840,Sonatine (Sonachine),Action|Comedy|Crime|Drama,3.4682539682539684
2948,From Russia with Love,Action|Adventure|Thriller,3.4676923076923076
5608,"Das Experiment (Experiment, The)",Drama|Thriller,3.465909090909091
4835,Coal Miner's Daughter,Drama,3.4642857142857144
3741,Badlands,Crime|Drama|Thriller,3.460591133004926
122912,Avengers: Infinity War - Part I,Action|Adventure|Sci-Fi,3.4565002471576864
7072,Stagecoach,Action|Drama|Romance|Western,3.453271028037383
159061,The Wailing,Mystery|Thriller,3.453252032520325
3418,Thelma & Louise,Adventure|Crime|Drama,3.4509493670886076
200306,Booksmart,Comedy,3.4508599508599507
3030,Yojimbo,Action|Adventure,3.4465875370919883
64620,Frost/Nixon,Drama,3.4452380952380954
62644,"Wave, The (Welle, Die)",Drama,3.4444444444444446
107141,Saving Mr. Banks,Comedy|Drama,3.44375
27831,Layer Cake,Crime|Drama|Thriller,3.4436997319034854
2321,Pleasantville,Comedy|Drama|Fantasy,3.4410919540229883
199065,Synonyms,Drama,3.4375
3435,Double Indemnity,Crime|Drama|Film-Noir,3.4323529411764704
122914,Avengers: Infinity War - Part II,Action|Adventure|Sci-Fi,3.4306550665301945
258857,Old Henry,Western,3.4270833333333335
3621,Possession,Drama|Horror,3.422857142857143
8128,Au revoir les enfants,Drama,3.4225352112676055
83134,Tucker & Dale vs Evil,Comedy|Horror,3.4224283305227656
30810,"Life Aquatic with Steve Zissou, The",Adventure|Comedy|Fantasy,3.4219910846953936
215089,Wasp Network,Thriller,3.4210526315789473
65642,"Timecrimes (Cronocrímenes, Los)",Sci-Fi|Thriller,3.419028340080972
2444,24 7: Twenty Four Seven,Comedy|Drama,3.4166666666666665
280220,In from the Side,Drama|Romance,3.4166666666666665
160666,Non essere cattivo,Drama,3.4166666666666665
51911,"Fugitive Kind, The",Crime|Drama|Romance,3.4166666666666665
27904,"Scanner Darkly, A",Animation|Drama|Mystery|Sci-Fi|Thriller,3.4154589371980677
2185,I Confess,Thriller,3.413793103448276
1809,Fireworks (Hana-bi),Crime|Drama,3.4127906976744184
25750,Sherlock Jr.,Comedy|Fantasy|Romance,3.409090909090909
2686,"Red Violin, The (Violon rouge, Le)",Drama|Mystery,3.409090909090909
2745,"Mission, The",Drama,3.403669724770642
5673,Punch-Drunk Love,Comedy|Drama|Romance,3.401918976545842
954,Mr. Smith Goes to Washington,Drama,3.4014778325123154
1215,Army of Darkness,Action|Adventure|Comedy|Fantasy|Horror,3.4013761467889907
81823,Katalin Varga,Crime|Drama|Thriller,3.4
209313,Varda by Agnès,Documentary,3.4
3703,"Road Warrior, The (Mad Max 2)",Action|Adventure|Sci-Fi|Thriller,3.3985200845665964
96737,Dredd,Action|Sci-Fi,3.397292993630573
255881,Aftermath,Crime|Drama|Horror|Thriller,3.3947368421052633
160892,"Right Now, Wrong Then",Drama,3.392857142857143
115680,Time Lapse,Crime|Drama|Sci-Fi|Thriller,3.39247311827957
4085,Beverly Hills Cop,Action|Comedy|Crime|Drama,3.392367906066536
2420,"Karate Kid, The",Drama,3.386756238003839
1257,Better Off Dead...,Comedy|Romance,3.3866666666666667
118260,The Borderlands,Horror|Mystery,3.3846153846153846
648,Mission: Impossible,Action|Adventure|Mystery|Thriller,3.384180790960452
25886,Random Harvest,Drama|Romance,3.3823529411764706
166534,Split,Drama|Horror|Thriller,3.3818514007308162
1178,Paths of Glory,Drama|War,3.380664652567976
6271,Day for Night (La Nuit Américaine),Comedy|Drama|Romance,3.3796296296296298
306,Three Colors: Red (Trois couleurs: Rouge),Drama,3.378787878787879
1350,"Omen, The",Horror|Mystery|Thriller,3.378731343283582
245136,The Fallout,Drama,3.3777777777777778
7121,Adam's Rib,Comedy|Romance,3.377049180327869
1061,Sleepers,Thriller,3.377005347593583
141886,The Dress,Comedy|Drama,3.375
184619,EMO the Musical,Comedy|Romance,3.375
186541,My Days of Mercy,Drama|Romance,3.375
227690,Rogue City,Action|Crime|Drama|Thriller,3.375
70864,Botched,Comedy|Crime|Horror|Thriller,3.375
475,In the Name of the Father,Drama,3.372670807453416
1913,Picnic at Hanging Rock,Drama|Mystery,3.369747899159664
70293,Julie & Julia,Comedy|Drama|Romance,3.369090909090909
112515,"Babadook, The",Drama|Horror|Thriller,3.3647686832740216
