movieId,title,genres
104954,Joy of Sex (1984),Comedy|Romance
241680,David F. (2013),Drama
243070,Abducted: The Jocelyn Shaker Story (2015),Crime|Thriller
190629,West of Hell (2018),Fantasy|Horror|Western
108949,"Art of the Steal, The (2013)",Crime
272925,Alice's House (2007),Drama
184989,Dovlatov (2018),Drama
79914,Centre Stage: Turn It Up (2008),Drama|Romance
3030,Yojimbo (1961),Action|Adventure
71730,"Windmill Movie, The (2008)",Documentary
185549,Finding Graceland (1999),Drama
4155,Sweet November (2001),Drama|Romance
270568,Raven (2022),Drama
111684,"Babysitters Beware (NØ Sit List, The) (No-Sit List, The) (2009)",Children|Comedy
163779,"Kiki, Love to Love (2016)",Comedy|Romance
240988,Field of Operations: Leningrad (2021),Documentary
149288,The Great Commandment (1939),Drama
3225,Down to You (2000),Comedy|Romance
163665,The First Annual 'On Cinema' Oscar Special (2013),Comedy
165111,Nome Próprio (2008),Drama
157675,Micro Men (2009),Drama
149810,Parade (2010),Drama
178861,Loving (2017),Drama|Romance|Thriller
154188,Pretpark Nederland (2006),Documentary
139519,One Missed Call 3: Final (2006),Horror
4476,Big Business (1988),Comedy
118286,Eat (1963),Documentary
296405,Ang Pangarap Kong Holdap (2018),Comedy|Crime
287613,The Machine (2023),Action|Comedy|Crime
150952,King (1978),Drama
139134,Soodhu Kavvum (2013),Comedy|Thriller
121993,Night Court (1932),Crime|Film-Noir|Thriller
217867,To Be Number One (1991),Crime|Drama
285419,National Theatre Live: Dara (2019),Drama
136892,Dreams with Sharp Teeth (2008),Documentary
139483,The Alumni Chapter (2011),Comedy|Drama
154218,The Fabulous World of Jules Verne (1958),Adventure|Fantasy|Sci-Fi
156260,The Lone Wolf and His Lady (1949),Crime|Drama|Mystery|Romance
104243,Riddick (2013),Action|Sci-Fi|Thriller|IMAX
256857,Dial 100 (2021),Mystery|Thriller
197273,Ghost Patrol (2016),Animation|Children
173625,She (1984),Action|Adventure|Fantasy
3737,Lonely Are the Brave (1962),Drama|Western
177407,Father Brown (1954),Comedy|Crime
152801,Vortex (2009),Drama
209907,What a Woman! (1956),Comedy
153404,Os Cafajestes (1962),Drama
112735,Charlie's Country (2013),Drama
184151,VeggieTales: Celery Night Fever (2014),(no genres listed)
272627,Foreboding (1992),Drama
1415,"Thieves (Voleurs, Les) (1996)",Crime|Drama|Romance
201937,Love O2O (2016),Comedy|Drama|Romance
145735,Killer Crush (2015),(no genres listed)
159131,Emperor Tomato Ketchup (1971),Drama
247734,A Chorus of Disapproval (1989),Comedy|Drama|Romance
228695,One Under the Sun (2017),Sci-Fi
93187,Freedom (2000),Drama
276191,Hero in the Family (1986),Children|Comedy
259991,One Woman's Courage (1994),Thriller
257551,Raging Fire (2021),Action|Crime
186883,La musica (1967),Drama
174697,Savageland (2017),Horror|Mystery
299033,The Greatest Hits (2024),Drama|Romance
831,Stonewall (1995),Drama
230497,Darkness in Tenement 45 (2020),Drama|Horror|Thriller
47099,"Pursuit of Happyness, The (2006)",Drama
241338,Override (2009),Action|Drama
270182,White Building (2021),Drama
268838,Who's the Boss (2020),Comedy|Romance
271403,The Wounded Heart (1969),Drama|Romance
266768,Lost Worlds: Life in the Balance (2001),Documentary
274399,Dancing on Glass (2022),Drama
123310,Tornado! (1996),Action
258809,Never Open the Door (2014),Comedy|Horror|Sci-Fi
169560,Nate Bargatze: Full Time Magic (2015),Comedy
138606,The Rise and Rise of Bitcoin (2014),Documentary
124320,Once a Thief (1965),Crime|Drama|Thriller
237352,Bloody Muscle Body Builder in Hell (2009),Horror
206111,Baby Steps (2015),Comedy|Drama
256503,Little Sister (1995),Drama|Mystery
178539,Stranger in a Cab (2014),Drama
143937,Death of a Salesman (2000),Drama
189443,Macross: Do You Remember Love? (1984),Action|Adventure|Animation|Drama|Sci-Fi|War
189761,Les Tuche 3 (2018),Comedy
215567,Resistance (2020),Drama
278710,All for Three (2017),Comedy|Crime
152755,Atlantic Rim (2013),Action|Sci-Fi
160175,Vares - The Girls of April (2011),Crime
249156,Tormenta (2013),Drama|Thriller
247512,The Glass Sphinx (1967),Adventure
130926,House of Mortal Sin (1976),Horror
172507,Stone (2012),Thriller
138468,Alza la testa (2009),Drama
294469,Kurukkan (2023),Comedy|Crime
174743,Eat Local (2017),Action|Comedy|Horror
172511,Payback: Straight Up (2006),Action|Crime|Drama
219703,Portugal S.A. (2004),Drama|Thriller
194366,Kolamavu Kokila (2018),Comedy|Thriller
183797,Larceny (2017),Action|Thriller
37857,MirrorMask (2005),Adventure|Children|Drama|Fantasy
199964,By The Grace of God (2019),Drama
205547,The Heckling Hare (1941),Animation|Comedy
130105,Blue Collar Comedy: The Next Generation (2007),Comedy
27348,Needing You... (Goo naam gwa neui) (2000),Comedy|Romance
275173,The Bob's Burgers Movie (2022),Adventure|Animation|Comedy
84660,"Misadventures of Margaret, The (1998)",Comedy|Romance
91167,"Inconvenient Tax, An (2011)",Documentary
150586,L'équipage (1935),Drama
249486,Love Stories in Sunflower Valley (2021),Comedy|Romance
208861,Next (1990),Animation
130351,The Wrecking Crew (2008),Documentary
39381,"Proposition, The (2005)",Crime|Drama|Western
289841,The YouTube Effect (2023),Documentary
123316,Saratoga (1937),Comedy|Drama|Romance
159044,"Live Once, Die Twice (2006)",Drama|Thriller
106718,All Hat (2007),Comedy|Western
240502,Cosmoball (2020),Adventure|Sci-Fi
131476,Christmas at Cartwright's (2014),Children|Romance
211504,Rogue Warfare: Death of a Nation (2020),Action|War
130770,Love Lies Bleeding (1999),(no genres listed)
202535,India's Most Wanted (2019),Action|Mystery|Thriller
169918,Jon Stewart: Unleavened (1996),Comedy
247992,Furia libertaria (2011),Documentary
232465,Mr. Rice's Secret (2000),Children|Drama
27858,Green Tea (Lü cha) (2003),Drama|Romance
2697,My Son the Fanatic (1997),Comedy|Drama|Romance
110562,Dragonfly (1976),Drama
258155,Tramontana (2009),Drama
143229,The Bushbaby (1969),(no genres listed)
274827,We Need to Talk (2022),Comedy|Drama
248184,Offseason (2021),Horror
154422,De tasjesdief (1995),(no genres listed)
247378,Why Am I Doing This? (2009),Comedy
805,"Time to Kill, A (1996)",Drama|Thriller
109364,"King and the Mockingbird, The (Le roi et l'oiseau) (1980)",Animation|Children|Fantasy
220900,Body Electric (2017),Drama
135143,Fantastic Beasts and Where to Find Them (2016),Fantasy
115423,My Father and the Man in Black (2012),Documentary
76160,It Happened at the Inn (Goupi mains rouges) (1943),Drama|Film-Noir
5989,Catch Me If You Can (2002),Crime|Drama
241754,The Ritual (2021),Comedy
116161,Foxcatcher (2014),Drama
184441,29+1 (2017),Drama
121360,Evel Knievel (1971),Action|Drama
186795,Sharqiya (2012),Crime
161040,The House of Light (1969),(no genres listed)
72096,"Collector, The (Komornik) (2005)",Drama
145720,Batton Story (1976),(no genres listed)
158049,Rio 2096: A Story of Love and Fury (2013),Animation|Drama|Romance
136104,Nella città l'inferno (1959),(no genres listed)
1232,Stalker (1979),Drama|Mystery|Sci-Fi
183679,ChickenHawk (1994),Documentary
26019,Fiend Without a Face (1958),Horror|Sci-Fi|Thriller
127118,I Am Michael (2015),Drama
186219,The Phantom of the Opera (1962),Drama|Horror|Mystery
162410,3 Türken und ein Baby (2015),Comedy
211205,Good Newwz (2019),Comedy|Romance
26938,"Hunters, The (Jägarna) (1996)",Crime|Thriller
83912,Frankie and Alice (2010),Drama
170641,Spring on Zarechnaya Street (1956),Romance
155923,Sing (1989),(no genres listed)
84777,All the Colors of the Dark (1972),Horror|Mystery|Thriller
4236,Keep the River on Your Right: A Modern Cannibal Tale (2000),Documentary
111303,I Think We're Alone Now (2008),Documentary
219998,Clownwise (2013),Comedy|Drama
5358,Mountains of the Moon (1990),Adventure
142230,Beyond Darkness (1990),Horror|Thriller
169590,Brian Regan: Live From Radio City Music Hall (2015),Comedy
158988,Mystery in Mexico (1948),Crime|Mystery
297285,Alemania (2024),Drama
164538,Lost in Munich (2015),Comedy|Documentary|Drama
253112,Rules of Love (2010),
158914,Perfect on Paper (2014),Comedy|Romance
203346,Ballistic Kiss (1998),Action|Thriller
129423,Pigs (1972),Horror
156208,Smoky (1966),Western
218221,Last Call (1991),Drama|Thriller
107065,I-See-You.Com (2006),Comedy
80352,Young Again (1986),Fantasy
25886,Random Harvest (1942),Drama|Romance
128686,Sputnik (2013),(no genres listed)
226546,Let Him Rest in Peace (1985),Action
7321,Twisted (2004),Thriller
198083,Strange Illusion (1945),Drama|Mystery|Thriller
171857,The Stone Raft (2002),Comedy|Fantasy|Sci-Fi
133411,Open Season (1974),Action|Drama|Thriller
164775,"Signed, Sealed, Delivered for Christmas (2014)",(no genres listed)
244838,‎Summer Impressions of the Planet‎ Z (1986),Children|Comedy|Sci-Fi
240132,The House with 100 Eyes (2012),Horror
162892,Fascisti su Marte (2006),(no genres listed)
950,"Thin Man, The (1934)",Comedy|Crime
114752,Bloody Pit of Horror (Il boia scarlatto) (Virgins for the Hangman) (1965),Horror
161668,Guys and Dolls (2007),Documentary|Romance
159486,Jack of the Red Hearts (2015),Children|Drama
247170,Mountain (2015),Drama
155247,The Island Monster (1954),Crime|Thriller
150554,The Love Bug (1997),Adventure|Children|Comedy|Fantasy
1601,Hoodlum (1997),Crime|Drama|Film-Noir
198115,Revenger (2019),Action|Crime
194987,Don't Go (2018),Mystery
82669,"Night Train Murders (Last Stop on the Night Train) (Ultimo treno della notte, L') (1975)",Horror|Thriller
214574,The Intruder (2020),Thriller
120506,You Know What Sailors Are (1954),Comedy
240072,Love's Christmas Journey (2011),Romance
165041,The Zombie Diaries 2 (2011),Action|Horror
6488,Jet Lag (Décalage horaire) (2002),Comedy|Romance
221292,Sisters of the Plague (2015),Drama|Horror|Mystery|Sci-Fi
160662,First Light (2015),Drama
170737,Claire (2001),Fantasy
128,Jupiter's Wife (1994),Documentary
111360,Lucy (2014),Action|Sci-Fi
69241,Berlin Alexanderplatz (1980),Drama
2587,Life (1999),Comedy|Crime|Drama
149478,Just Walking (2008),Crime|Drama|Thriller
8725,"Goodbye, Columbus (1969)",Comedy|Drama|Romance
149116,The Thin Yellow Line (2015),(no genres listed)
2582,Twin Dragons (Shuang long hui) (1992),Action|Comedy
207720,Obsession (2018),Thriller
272683,The Girl in Room 2A (1974),Horror|Thriller
286463,The David S. Pumpkins Halloween Special (2017),Animation|Comedy
242394,"Sweetie, You Won't Believe It (2020)",Comedy
98783,Shaolin Temple 3: Martial Arts of Shaolin (Nan bei Shao Lin) (Martial Arts of Shaolin) (1986),Action
5963,"Children's Hour, The (1961)",Drama
197503,Los habitantes de la casa deshabitada (1946),Comedy|Mystery
115715,Learning to Ride (2014),Drama|Romance
65357,House of Sand (Casa de Areia) (2005),Drama
250114,True Justice - Brotherhood (2011),Action
186033,Lumière ! L'aventure commence (2017),Documentary
221122,One Man and His Shoes (2020),(no genres listed)
265234,Lucidité passagère (2009),Drama
147326,The Adventures of Sherlock Holmes and Doctor Watson: King of Blackmailers (1980),Crime|Mystery
170477,Atomica (2017),Sci-Fi|Thriller
40988,Hondo (1953),Western
26223,Gamera vs. Jiger (1970),Action|Fantasy|Sci-Fi
185295,The Outsider (2018),Crime|Drama|Mystery
243006,The Wolf Catcher (2018),Action
220188,One-Way to Tomorrow (2020),Comedy|Romance
176407,The Honored Priest: Confession of a Samurai (2015),Action|Drama
86866,Godzilla Raids Again (Gojira no gyakushû) (1955),Action|Drama|Horror|Romance|Sci-Fi
253024,Shhhh (2014),Horror
221218,My World Dies Screaming (1958),Horror
262729,Mama Got Married (1970),Drama
280076,Joyland (2022),Drama|Romance
180301,"Cock Fight, No. 2 (1894)",(no genres listed)
77204,Sahara (1983),Adventure|Drama|Romance
152097,Hayride 2 (2015),Action|Horror|Thriller
244156,Marlene (2020),Action
116909,The Oblong Box (1969),Horror
145666,Pensione Paura (1977),Drama|Horror|Mystery
182703,Moscow Zero (2006),Action|Adventure|Crime|Horror
234967,Ivan the Incredible (2012),Animation|Children|Comedy
211357,Skull Heads (2009),Horror
181761,Ben and Me (1953),Animation
27417,Lone Star State of Mind,Comedy|Crime
205885,Black Snow (1990),Drama
117109,Too Many Cooks (2014),Comedy
175047,Killer by Nature (2010),Adventure|Crime|Drama|Romance|Thriller
101322,"Crossing, The (2000)",Drama|War
96631,Deathstalker II (1987),Action|Adventure|Comedy|Fantasy
278966,Muru (2022),Action|Drama
162412,Brian Posehn: Criminally Posehn (2016),(no genres listed)
219507,Poison Pen (2014),Comedy|Romance
262969,Smoke Screen (2010),Crime|Mystery|Thriller
279284,The Prophetess of Thebes (1907),Fantasy
99679,"Guns, Girls and Gambling (2011)",Crime|Thriller
170665,Ithaca (2015),Drama
174521,"Why, Charlie Brown, Why? (1990)",Animation|Children|Comedy|Drama
199085,Hello I Love You (2018),Comedy
191373,Poor Cinderella (1934),Animation|Comedy
49278,Déjà Vu (Deja Vu) (2006),Action|Sci-Fi|Thriller
284351,Il pane a vita (2014),Documentary
243680,If All the Guys in the World... (1956),Adventure|Drama
238544,Diabolic Wedding (1974),Horror
2360,"Celebration, The (Festen) (1998)",Drama
174723,Island of Lost Women (1959),Adventure|Sci-Fi
144998,Rebels in Canada (1965),(no genres listed)
201000,"You're So Cool, Brewster! The Story of Fright Night (2016)",Documentary
290275,Ravening (2019),Drama|Romance
128395,The Iron Commissioner (1978),(no genres listed)
31364,Memories of Murder (Salinui chueok) (2003),Crime|Drama|Mystery|Thriller
167154,Say 'I Love You' (2014),Drama|Romance
210913,Silent Night (2002),Drama|War
6063,May (2002),Drama|Horror
101581,Angel Dog (2011),Children|Drama
158970,Alone in the Wilderness Part II (2011),Documentary
27847,Game Over: Kasparov and the Machine (2003),Documentary
6990,The Great Train Robbery (1978),Action|Adventure|Comedy|Crime|Drama
183379,Renegades (2017),Action|Thriller
157192,The Lonely Lady (1983),Drama
221060,Clear Skies (1961),Drama|Romance|War
117438,When Marnie Was There (2014),Animation|Drama
133974,Just a Gigolo (1979),Drama
239966,China Sky (1945),Action|Adventure|Drama|War
189965,Lentävät luupäät (1982),(no genres listed)
299221,Graphic Desires (2023),Thriller
274941,All-Star Party for Burt Reynolds (1984),(no genres listed)
186575,Producing Adults (2004),Comedy|Drama|Romance
196767,"No Pay, Nudity (2016)",Comedy|Drama
190027,Sorry Angel (2018),Drama
60618,Moving McAllister (2007),Comedy
94312,"Catechism Cataclysm, The (2011)",Comedy
152828,Ishq Vishk (2003),Comedy|Drama|Romance
266690,The Secret of the Nutcracker (2007),Children|Fantasy
261637,The Return of Draw Egan (1916),Action|Adventure|Western
284647,Bring Out the Fear (2021),Horror
247962,Barefoot in the Kitchen (2013),Documentary
6893,"Italian Job, The (1969)",Action|Comedy|Crime
183269,The Stolen (2017),Action|Adventure|Drama|Western
73002,Hard Luck (2006),Crime|Drama|Thriller
153766,Welcome (2007),Action|Comedy|Drama|Romance
294573,Infested (2023),Horror
161030,Crazy Eyes (2012),Comedy|Drama|Romance
200510,Where Man Returns (2019),Documentary
246894,"Sincerely, Yours, Truly (2020)",Children|Comedy|Romance
192047,"Memory for Max, Claire, Ida and Company (2005)",Documentary
267898,Creatures (2020),Action|Comedy|Horror|Sci-Fi
227028,Tanner on Tanner (2004),(no genres listed)
128882,The Outsider (1983),Action|Crime|Drama|Thriller
158172,Heartbreakers (1984),Drama
182333,Millionen (2014),(no genres listed)
182309,Springtime (1929),Animation|Children|Comedy
6837,Love Affair (1939),Comedy|Drama|Romance
199161,L'avant dernier (1981),Action|Drama|Fantasy|Sci-Fi
257223,Loving Miss Hatto (2012),Drama
146622,Mio padre Monsignore (1971),Comedy
215971,The Rainbow (2019),Documentary
198863,Secrets of the Solar System (2015),Documentary
121190,When in Rome (2002),Children|Comedy
101229,May the Best Man Win (2009),Comedy
269966,The Long Night (2022),Horror
156182,"No Leave, No Love (1946)",Comedy
122831,Latin Lovers (1953),Romance
282659,Not Gay (2008),Comedy|Drama|Romance
90827,Loft (Rofuto) (2005),Horror
74127,Shriek of the Mutilated (1974),Horror
150931,Bridge To Terabithia (1985),Children|Drama|Fantasy
258515,Invaders of the Lost Gold (1982),Action|Adventure
60753,Felon (2008),Crime|Drama
145046,Railways (2010),Drama
262159,A Promise to Carolyn (1996),Crime|Drama
274005,18 Bronzemen (1976),Action
180091,Pokémon the Movie: I Choose You! (2017),Adventure|Animation|Children|Comedy|Drama|Fantasy
1883,Bulworth (1998),Comedy|Drama|Romance
246896,Identity Theft of a Cheerleader (2019),Thriller
169742,Zombie Fever (2013),Comedy|Horror
217360,A Russian Youth (2020),Drama|War
157023,Sweepings (1933),Drama
67839,"Lucky Ones, The (2008)",Comedy|Drama|War
121184,Save the Last Dance 2 (2006),Drama|Romance
220952,Two Undercover Angels (1969),Comedy
203298,Checkered Ninja (2018),Adventure|Animation|Comedy
111702,Shoot-Out at Medicine Bend (1957),Western
147762,Ride Out for Revenge (1957),Action|Drama|Western
243052,Valentin Valentin (2015),Crime
197617,The Troubleshooter (2018),Comedy
240480,No dejes la puerta abierta (1933),(no genres listed)
136912,God Loves Caviar (2012),Adventure
33914,"Racket, The (1951)",Crime|Drama|Film-Noir
222318,Scary Stories (2019),Documentary
207197,Collider (2018),Sci-Fi
7340,Just One of the Guys (1985),Comedy
139191,Sahara Cross (1978),(no genres listed)
210579,What About Love (2020),Drama|Romance
202996,Paradise Lost (2018),Drama|Romance
213509,Creative Nonfiction (2009),Comedy|Romance
247422,NYPD Mounted (1991),(no genres listed)
185835,The Mind's Eye (1990),(no genres listed)
186031,The Windsplitter (1971),(no genres listed)
6365,"Matrix Reloaded, The (2003)",Action|Adventure|Sci-Fi|Thriller|IMAX
149075,Troublemakers (1994),Western
65840,Where Is Fred!? (Wo ist Fred?) (2006),Comedy|Romance
168554,iBoy (2017),Action|Crime|Sci-Fi|Thriller
105453,On the Job (2013),Action|Drama
234565,The Eyes of Asia (1997),Drama
203110,Head Count (2018),Horror|Mystery|Thriller
138650,The Midnight Swim (2014),Drama|Mystery
228317,A Thousand Kisses Deep (2012),Fantasy|Romance|Thriller
71386,"Forever, Darling (1956)",Comedy|Fantasy
144068,Eaters (2015),Horror|Thriller
259215,Prey (2021),Thriller
118025,Upstairs and Downstairs (1959),Comedy
181683,We Will Not Get Used To (2016),(no genres listed)
109524,"Woman Always Pays, The (Afgrunden) (Abyss, The) (1910)",Drama
197345,A Living Promise (2016),Drama
248908,Hello There (1995),(no genres listed)
187773,Friend (1975),Drama
200824,The Secret Life of Pets 2 (2019),Adventure|Animation|Children|Comedy
116710,Young Man with a Horn (1950),Drama|Musical|Romance
92713,Forest of Bliss (1986),Documentary
246168,The Christmas Edition (2020),Romance
275005,The Devil's Tail (2021),Horror
297991,Dirty Blondes from Beyond (2012),Comedy|Romance|Sci-Fi
143845,Arrivano i bersaglieri (1980),Comedy|Drama
193563,Gutland (2018),Drama|Mystery|Thriller
154027,Bahía de Palma (1962),(no genres listed)
236451,O.H.M.S. (1937),Action|Comedy|Drama
