userId,movieId,rating,tstamp
366472,290573,3.0,2023-11-30 12:57:59
337563,189177,2.5,2024-03-04 14:08:45
303134,187717,4.0,2021-04-07 20:30:56
355533,203974,4.0,2022-03-10 12:56:18
193072,91630,4.0,2014-06-15 02:20:33
130157,4159,3.5,2003-09-24 20:49:42
120585,5640,2.5,2014-03-16 15:15:54
406203,270042,-1.0,2024-01-21 23:05:38
264661,168344,3.5,2022-12-21 15:40:10
188231,104155,3.5,2014-02-12 17:28:26
342214,97752,3.0,2020-09-15 07:04:18
262936,285601,4.0,2024-01-11 21:32:22
408861,6373,4.0,2024-03-15 15:54:09
187662,2117,4.0,2009-01-16 15:19:19
406203,107456,-1.0,2024-01-10 11:55:02
353575,188509,3.5,2020-04-18 23:22:11
389192,4963,4.0,2022-09-18 10:57:43
402723,80489,3.5,2023-09-30 16:00:32
117477,2144,3.5,2006-06-30 00:08:08
320930,48516,3.5,2018-03-31 10:09:39
356245,226270,4.0,2021-08-26 19:30:34
139698,6,3.0,2021-10-19 15:35:15
162926,1609,3.0,2006-10-06 19:08:52
396204,69757,3.5,2023-04-19 19:14:44
207036,56782,5.0,2010-08-14 22:36:36
371079,2140,5.0,2021-03-19 01:43:52
151451,910,4.0,2005-10-09 14:54:08
348335,274053,3.0,2022-08-14 19:56:59
108794,4929,-1.0,2010-06-27 13:43:08
71189,1301,2.5,2019-09-11 21:31:30
108794,176033,-1.0,2017-07-29 09:25:32
274832,81845,3.5,2015-11-21 15:28:23
314192,2094,3.0,2023-04-30 09:07:32
112271,5574,3.0,2015-02-28 18:21:21
317027,2762,5.0,2017-12-30 13:47:34
108794,298707,-1.0,2024-03-21 15:44:42
393489,192389,5.0,2023-02-01 23:28:06
305004,113348,3.0,2017-05-13 18:11:27
57162,165,3.0,2001-09-04 07:40:01
123960,180039,2.0,2021-04-09 10:57:47
397293,78836,3.0,2023-05-21 10:17:42
166966,6168,3.5,2022-09-14 20:55:24
178093,4239,4.0,2012-09-12 09:01:42
309015,108727,-1.0,2017-07-10 07:39:46
347626,104211,3.0,2020-06-14 21:30:27
91405,2006,4.5,2009-07-11 05:09:25
326501,209553,-1.0,2019-11-28 11:32:50
108794,231511,-1.0,2020-12-09 16:49:51
353824,750,4.0,2020-04-21 17:53:29
395653,117529,3.0,2023-04-03 18:26:36
387306,179819,3.5,2024-03-10 01:11:46
200306,88129,4.0,2012-04-24 11:42:33
324875,239,1.0,2018-11-04 23:58:03
322572,69844,3.5,2018-05-16 06:50:49
255544,56333,3.5,2022-10-10 18:23:04
388573,5462,2.0,2022-08-27 18:52:53
119297,175,4.0,2002-01-13 19:26:36
271780,1580,2.5,2015-11-03 15:48:22
313326,177763,3.5,2021-03-29 13:39:58
309747,1237,3.0,2020-01-02 21:59:52
305863,109487,5.0,2017-07-05 12:51:51
325317,37733,4.0,2021-06-25 20:34:15
285788,62376,3.0,2016-06-01 15:34:56
355750,79695,3.5,2021-04-17 14:41:41
101420,168274,2.5,2019-01-04 00:38:01
44565,6561,3.0,2004-03-04 10:32:53
344087,4383,3.5,2020-10-22 08:25:07
382700,270696,5.0,2022-09-11 21:20:01
376633,947,3.5,2023-03-09 05:55:34
225762,52281,4.0,2016-03-27 01:50:11
102333,140581,3.0,2016-03-26 18:16:52
313523,183897,4.0,2018-12-22 22:35:31
371587,207233,4.0,2021-04-11 19:14:10
261773,167842,-1.0,2018-07-18 19:43:27
136842,3785,4.0,2004-07-09 21:18:12
